ECR,Player,Kickoff,Opp,This Week,Last Week,Difference
-,Tyrie Cleveland (IND - WR),Sun 1:00PM,MIA,"$4,000","$4,000",0
-,Jordan Thomas (ATL - TE),Sun 1:00PM,SEA,"$4,000","$4,000",0
-,Brittain Brown (SEA - RB),Sun 1:00PM,@ATL,"$4,000","$4,000",0
149,Justice Hill (BAL - RB),Mon 8:15PM,@TB,"$5,300","$5,500",-200
233,DJ Turner (LV - WR),Sun 4:05PM,@LAR,"$4,800","$4,500",+300
163,Noah Fant (SEA - TE),Sun 1:00PM,@ATL,"$5,100","$5,000",+100
214,T.J. Hockenson (MIN - TE),Sun 1:00PM,DET,"$6,000",-,-
-,Dez Fitzpatrick (LAC - WR),Mon 9:00PM,@ARI,"$4,000","$4,000",0
180,Miles Sanders (CAR - RB),Sun 4:05PM,@WAS,"$5,300","$5,200",+100
-,Kendric Pryor (CIN - WR),Sun 1:00PM,@CLE,"$4,000","$4,000",0
-,Quintez Cephus (LAR - WR),Sun 4:05PM,LV,"$4,000",-,-
-,Dee Eskridge (MIA - WR),Sun 1:00PM,@IND,"$4,000",-,-
-,J.J. Taylor (HOU - RB),Sun 1:00PM,@GB,"$4,000","$4,200",-200
-,Kwamie Lassiter II (CIN - WR),Sun 1:00PM,@CLE,"$4,000","$4,000",0
-,Denzel Mims (JAC - WR),Sun 9:30AM,NE,"$4,000","$4,000",0
-,Trishton Jackson (MIN - WR),Sun 1:00PM,DET,"$4,000",-,-
342,Ian Thomas (CAR - TE),Sun 4:05PM,@WAS,"$4,200","$4,000",+200
234,Patrick Taylor Jr. (SF - RB),Sun 4:25PM,KC,"$4,500","$4,000",+500
-,Kenny Yeboah (NYJ - TE),Sun 8:20PM,@PIT,"$4,000","$4,000",0
318,John Bates (WAS - TE),Sun 4:05PM,CAR,"$4,200","$4,000",+200
-,Irv Smith Jr. (HOU - TE),Sun 1:00PM,@GB,"$4,000","$4,000",0
42,Josh Jacobs (GB - RB),Sun 1:00PM,HOU,"$7,300","$7,600",-300
392,Avery Williams (ATL - RB),Sun 1:00PM,SEA,"$4,000","$4,200",-200
94,Alexander Mattison (LV - RB),Sun 4:05PM,@LAR,"$6,100","$5,600",+500
33,A.J. Brown (PHI - WR),Sun 1:00PM,@NYG,"$8,900","$8,100",+800
-,Armani Rogers (ATL - TE),Sun 1:00PM,SEA,"$4,000","$4,000",0
49,DK Metcalf (SEA - WR),Sun 1:00PM,@ATL,"$8,100","$8,300",-200
-,Samson Nacua (NO - WR),Thu 8:15PM,DEN,"$4,000","$4,000",0
-,Chase Claypool (BUF - WR),Sun 1:00PM,TEN,"$4,000","$4,000",0
-,Ian Book (KC - QB),Sun 4:25PM,@SF,"$6,000",-,-
-,Tony Jones Jr. (ARI - RB),Mon 9:00PM,LAC,"$4,000","$4,000",0
-,Chris Evans (CIN - RB),Sun 1:00PM,@CLE,"$4,000","$4,000",0
349,Luke Farrell (JAC - TE),Sun 9:30AM,NE,"$4,300","$4,400",-100
-,Kene Nwangwu (NYJ - RB),Sun 8:20PM,@PIT,"$4,000","$4,000",0
48,David Montgomery (DET - RB),Sun 1:00PM,@MIN,"$8,100","$7,900",+200
-,Chris Oladokun (KC - QB),Sun 4:25PM,@SF,"$6,000",-,-
-,Quez Watkins (PIT - WR),Sun 8:20PM,NYJ,"$4,000","$4,000",0
78,Cooper Kupp (LAR - WR),Sun 4:05PM,LV,"$8,000",-,-
352,Eric Saubert (SF - TE),Sun 4:25PM,KC,"$4,200","$4,200",0
326,David Moore (CAR - WR),Sun 4:05PM,@WAS,"$4,400","$4,100",+300
100,Austin Ekeler (WAS - RB),Sun 4:05PM,CAR,"$6,600","$5,700",+900
-,Josh Johnson (BAL - QB),Mon 8:15PM,@TB,"$6,000","$6,000",0
192,Kendrick Bourne (NE - WR),Sun 9:30AM,@JAC,"$4,800","$4,800",0
-,Anthony Firkser (NYJ - TE),Sun 8:20PM,@PIT,"$4,000","$4,000",0
276,Patrick Ricard (BAL - RB),Mon 8:15PM,@TB,"$4,200","$4,200",0
-,Robert Tonyan (MIN - TE),Sun 1:00PM,DET,"$4,000",-,-
193,Dallas Goedert (PHI - TE),Sun 1:00PM,@NYG,"$6,100","$7,000",-900
-,Chase Edmonds (TB - RB),Mon 8:15PM,BAL,"$4,000","$4,000",0
174,Justin Watson (KC - WR),Sun 4:25PM,@SF,"$5,400",-,-
-,Daurice Fountain (DET - WR),Sun 1:00PM,@MIN,"$4,000","$4,000",0
350,Tanner Hudson (CIN - TE),Sun 1:00PM,@CLE,"$4,000","$4,000",0
401,Ross Dwelley (ATL - TE),Sun 1:00PM,SEA,"$4,000","$4,000",0
-,Kevin Rader (NO - TE),Thu 8:15PM,DEN,"$4,000","$4,000",0
-,Luis Perez (LAC - QB),Mon 9:00PM,@ARI,"$6,000","$6,000",0
237,KhaDarel Hodge (ATL - WR),Sun 1:00PM,SEA,"$4,500","$4,600",-100
9,Brock Purdy (SF - QB),Sun 4:25PM,KC,"$7,700","$7,800",-100
312,Charlie Kolar (BAL - TE),Mon 8:15PM,@TB,"$4,400","$4,800",-400
27,Justin Jefferson (MIN - WR),Sun 1:00PM,DET,"$9,400",-,-
-,Terrace Marshall Jr. (SF - WR),Sun 4:25PM,KC,"$4,000","$4,000",0
-,Jontre Kirklin (SF - WR),Sun 4:25PM,KC,"$4,000","$4,000",0
31,Ja'Marr Chase (CIN - WR),Sun 1:00PM,@CLE,"$9,300","$9,500",-200
-,Jaray Jenkins (PIT - WR),Sun 8:20PM,NYJ,"$4,000","$4,000",0
250,Clyde Edwards-Helaire (KC - RB),Sun 4:25PM,@SF,"$4,000",-,-
-,Curtis Hodges (CAR - TE),Sun 4:05PM,@WAS,"$4,000","$4,000",0
67,Brandon Aiyuk (SF - WR),Sun 4:25PM,KC,"$6,800","$7,000",-200
129,Rashod Bateman (BAL - WR),Mon 8:15PM,@TB,"$5,600","$5,500",+100
-,Zack Annexstad (TB - QB),Mon 8:15PM,BAL,"$6,000","$6,000",0
-,Mohamed Ibrahim (MIN - RB),Sun 1:00PM,DET,"$4,000",-,-
-,Kyric McGowan (MIA - WR),Sun 1:00PM,@IND,"$4,000",-,-
-,Hendon Hooker (DET - QB),Sun 1:00PM,@MIN,"$6,000","$6,000",0
-,James Mitchell (DET - TE),Sun 1:00PM,@MIN,"$4,000","$4,000",0
-,Dalton Keene (HOU - TE),Sun 1:00PM,@GB,"$4,000","$4,000",0
-,Kadarius Toney (CLE - WR),Sun 1:00PM,CIN,"$4,000","$4,000",0
202,Dameon Pierce (HOU - RB),Sun 1:00PM,@GB,"$5,100","$4,900",+200
-,Jacob Copeland (PIT - WR),Sun 8:20PM,NYJ,"$4,000","$4,000",0
262,Lucas Krull (DEN - TE),Thu 8:15PM,@NO,"$4,300","$4,100",+200
121,Kyle Pitts (ATL - TE),Sun 1:00PM,SEA,"$5,900","$5,900",0
-,Emory Jones (BAL - QB),Mon 8:15PM,@TB,"$6,000","$6,000",0
-,Ihmir Smith-Marsette (NYG - WR),Sun 1:00PM,PHI,"$4,100","$4,000",+100
-,Brandon Smith (NYJ - WR),Sun 8:20PM,@PIT,"$4,000","$4,000",0
83,Tyrone Tracy Jr. (NYG - RB),Sun 1:00PM,PHI,"$6,200","$5,800",+400
-,KJ Hamler (BUF - WR),Sun 1:00PM,TEN,"$4,000","$4,000",0
-,Sean Clifford (GB - QB),Sun 1:00PM,HOU,"$6,000","$6,000",0
-,Justin Shorter (LV - WR),Sun 4:05PM,@LAR,"$4,000","$4,000",0
245,Jahan Dotson (PHI - WR),Sun 1:00PM,@NYG,"$5,100","$5,600",-500
-,Zack Kuntz (NYJ - TE),Sun 8:20PM,@PIT,"$4,000","$4,000",0
54,Will Levis (TEN - QB),Sun 1:00PM,@BUF,"$6,600","$6,600",0
144,Pat Freiermuth (PIT - TE),Sun 8:20PM,NYJ,"$5,600","$5,700",-100
266,Josh Whyle (TEN - TE),Sun 1:00PM,@BUF,"$4,300","$4,400",-100
-,Ben Bryant (NYJ - QB),Sun 8:20PM,@PIT,"$6,000","$6,000",0
-,Desmond Ridder (ARI - QB),Mon 9:00PM,LAC,"$6,000","$6,000",0
156,Alec Pierce (IND - WR),Sun 1:00PM,MIA,"$5,700","$5,800",-100
-,Xazavian Valladay (NYJ - RB),Sun 8:20PM,@PIT,"$4,000","$4,000",0
107,Khalil Shakir (BUF - WR),Sun 1:00PM,TEN,"$6,200","$6,200",0
-,Erik Ezukanma (MIA - WR),Sun 1:00PM,@IND,"$4,000",-,-
-,SaRodorick Thompson Jr. (LAR - RB),Sun 4:05PM,LV,"$4,000",-,-
-,Brayden Willis (SF - TE),Sun 4:25PM,KC,"$4,000","$4,000",0
-,Tanner Mordecai (SF - QB),Sun 4:25PM,KC,"$6,000","$6,000",0
185,Trey Sermon (IND - RB),Sun 1:00PM,MIA,"$5,900","$6,000",-100
-,Drake Stoops (LAR - WR),Sun 4:05PM,LV,"$4,000",-,-
187,Grant Calcaterra (PHI - TE),Sun 1:00PM,@NYG,"$5,100","$4,600",+500
-,Marquise Brown (KC - WR),Sun 4:25PM,@SF,"$4,000",-,-
-,Thomas Odukoya (TEN - TE),Sun 1:00PM,@BUF,"$4,000","$4,000",0
-,Tanner Knue (TB - WR),Mon 8:15PM,BAL,"$4,000","$4,000",0
-,Dylan Drummond (ATL - WR),Sun 1:00PM,SEA,"$4,000","$4,000",0
-,Jack Westover (NE - TE),Sun 9:30AM,@JAC,"$4,000","$4,000",0
-,Jacob Sirmon (CLE - QB),Sun 1:00PM,CIN,"$6,000","$6,000",0
409,Devin Culp (TB - TE),Mon 8:15PM,BAL,"$4,000","$4,000",0
-,Salvon Ahmed (DEN - RB),Thu 8:15PM,@NO,"$4,000","$4,000",0
-,Terrell Bynum (LV - WR),Sun 4:05PM,@LAR,"$4,000","$4,000",0
-,Jake Haener (NO - QB),Thu 8:15PM,DEN,"$6,000","$6,000",0
-,Colson Yankoff (WAS - TE),Sun 4:05PM,CAR,"$4,000","$4,000",0
148,Cade Otton (TB - TE),Mon 8:15PM,BAL,"$5,400","$5,200",+200
50,Jordan Mason (SF - RB),Sun 4:25PM,KC,"$8,800","$8,900",-100
36,Amon-Ra St. Brown (DET - WR),Sun 1:00PM,@MIN,"$8,800","$9,000",-200
-,Markese Stepp (NYJ - RB),Sun 8:20PM,@PIT,"$4,000","$4,000",0
-,Bryce Oliver (TEN - WR),Sun 1:00PM,@BUF,"$4,000","$4,000",0
-,Josh Ali (ATL - WR),Sun 1:00PM,SEA,"$4,000","$4,000",0
394,Brenden Bates (NYJ - TE),Sun 8:20PM,@PIT,"$4,000","$4,000",0
-,Thomas Yassmin (DEN - TE),Thu 8:15PM,@NO,"$4,000","$4,000",0
-,Bryan Thompson (BUF - WR),Sun 1:00PM,TEN,"$4,000","$4,000",0
152,Isaiah Likely (BAL - TE),Mon 8:15PM,@TB,"$5,500","$5,800",-300
-,Jacob Warren (NE - TE),Sun 9:30AM,@JAC,"$4,000","$4,000",0
112,Ty Chandler (MIN - RB),Sun 1:00PM,DET,"$6,400",-,-
164,Joshua Palmer (LAC - WR),Mon 9:00PM,@ARI,"$5,200","$5,100",+100
242,Cedric Tillman (CLE - WR),Sun 1:00PM,CIN,"$4,000","$4,100",-100
35,Chuba Hubbard (CAR - RB),Sun 4:05PM,@WAS,"$7,400","$7,400",0
-,Jelani Woods (IND - TE),Sun 1:00PM,MIA,"$4,000","$4,000",0
333,Tylan Wallace (BAL - WR),Mon 8:15PM,@TB,"$4,300","$4,400",-100
-,Sam Hartman (WAS - QB),Sun 4:05PM,CAR,"$6,000","$6,000",0
-,Sage Surratt (ARI - WR),Mon 9:00PM,LAC,"$4,000","$4,000",0
-,A.T. Perry (DEN - WR),Thu 8:15PM,@NO,"$4,000","$4,000",0
-,Blake Whiteheart (CLE - TE),Sun 1:00PM,CIN,"$4,200","$4,200",0
-,Anthony Schwartz (MIA - WR),Sun 1:00PM,@IND,"$4,000",-,-
-,Shedrick Jackson (CIN - WR),Sun 1:00PM,@CLE,"$4,000","$4,000",0
-,Sal Cannella (TB - TE),Mon 8:15PM,BAL,"$4,000","$4,000",0
390,Malik Willis (GB - QB),Sun 1:00PM,HOU,"$6,000","$6,000",0
406,John Samuel Shenker (LV - TE),Sun 4:05PM,@LAR,"$4,000","$4,000",0
-,Chris Olave (NO - WR),Thu 8:15PM,DEN,"$6,900","$7,100",-200
41,J.K. Dobbins (LAC - RB),Mon 9:00PM,@ARI,"$7,200","$6,700",+500
-,Jaelen Gill (LAC - WR),Mon 9:00PM,@ARI,"$4,000","$4,000",0
280,Jeremy Ruckert (NYJ - TE),Sun 8:20PM,@PIT,"$4,500","$4,300",+200
404,Brady Russell (SEA - TE),Sun 1:00PM,@ATL,"$4,000","$4,000",0
313,Laviska Shenault Jr. (SEA - WR),Sun 1:00PM,@ATL,"$4,300","$4,100",+200
-,Daniel Arias (ARI - WR),Mon 9:00PM,LAC,"$4,000","$4,000",0
-,Dimitri Stanley (GB - WR),Sun 1:00PM,HOU,"$4,000","$4,000",0
-,Gary Brightwell (CLE - RB),Sun 1:00PM,CIN,"$4,000","$4,000",0
-,Chevan Cordeiro (SEA - QB),Sun 1:00PM,@ATL,"$6,000","$6,000",0
-,Anthony McFarland Jr. (MIA - RB),Sun 1:00PM,@IND,"$4,000",-,-
-,Jeshaun Jones (MIN - WR),Sun 1:00PM,DET,"$4,000",-,-
178,Chig Okonkwo (TEN - TE),Sun 1:00PM,@BUF,"$4,800","$4,900",-100
-,Daewood Davis (CAR - WR),Sun 4:05PM,@WAS,"$4,000","$4,000",0
-,Johnny Johnson III (HOU - WR),Sun 1:00PM,@GB,"$4,000","$4,000",0
-,Kawaan Baker (NE - WR),Sun 9:30AM,@JAC,"$4,000","$4,000",0
-,Cephus Johnson III (TB - WR),Mon 8:15PM,BAL,"$4,000","$4,000",0
-,Jalen Wayne (GB - WR),Sun 1:00PM,HOU,"$4,000","$4,000",0
169,Elijah Moore (CLE - WR),Sun 1:00PM,CIN,"$4,600","$4,700",-100
-,Braylon Sanders (MIA - WR),Sun 1:00PM,@IND,"$4,000",-,-
-,Matt Corral (MIN - QB),Sun 1:00PM,DET,"$6,000",-,-
-,Austin Trammell (JAC - WR),Sun 9:30AM,NE,"$4,000","$4,000",0
-,Jaret Patterson (LAC - RB),Mon 9:00PM,@ARI,"$4,000","$4,000",0
376,Charlie Jones (CIN - WR),Sun 1:00PM,@CLE,"$4,200","$4,200",0
-,Michael Penix Jr. (ATL - QB),Sun 1:00PM,SEA,"$6,000","$6,000",0
-,Peyton Hendershot (KC - TE),Sun 4:25PM,@SF,"$4,000",-,-
-,Carter Bradley (LV - QB),Sun 4:05PM,@LAR,"$6,000","$6,000",0
-,TaMerik Williams (SEA - RB),Sun 1:00PM,@ATL,"$4,000","$4,000",0
-,Justin Hall (MIN - WR),Sun 1:00PM,DET,"$4,000",-,-
-,John Paddock (ATL - QB),Sun 1:00PM,SEA,"$6,000","$6,000",0
321,Ben Sims (GB - TE),Sun 1:00PM,HOU,"$4,300","$4,000",+300
364,Tyquan Thornton (NE - WR),Sun 9:30AM,@JAC,"$4,300","$4,300",0
268,Cam Akers (HOU - RB),Sun 1:00PM,@GB,"$5,000","$5,800",-800
-,Tre'Shaun Harrison (TEN - WR),Sun 1:00PM,@BUF,"$4,000","$4,000",0
-,Tre' McKitty (BUF - TE),Sun 1:00PM,TEN,"$4,000","$4,000",0
354,Tim Jones (JAC - WR),Sun 9:30AM,NE,"$4,100","$4,100",0
51,Jayden Reed (GB - WR),Sun 1:00PM,HOU,"$7,600","$7,700",-100
69,Chase Brown (CIN - RB),Sun 1:00PM,@CLE,"$6,500","$5,400","+1,100"
-,Tucker Fisk (LAC - TE),Mon 9:00PM,@ARI,"$4,000","$4,000",0
154,Colby Parkinson (LAR - TE),Sun 4:05PM,LV,"$5,200",-,-
-,Tanner McKee (PHI - QB),Sun 1:00PM,@NYG,"$6,000","$6,000",0
116,Michael Wilson (ARI - WR),Mon 9:00PM,LAC,"$6,300","$5,900",+400
226,Simi Fehoko (LAC - WR),Mon 9:00PM,@ARI,"$4,700","$4,200",+500
-,Brycen Tremayne (WAS - WR),Sun 4:05PM,CAR,"$4,000","$4,200",-200
-,Davis Mills (HOU - QB),Sun 1:00PM,@GB,"$6,000","$6,000",0
155,Isaac Guerendo (SF - RB),Sun 4:25PM,KC,"$6,000","$4,800","+1,200"
106,Jonathan Taylor (IND - RB),Sun 1:00PM,MIA,"$8,300","$8,400",-100
-,Spencer Brown (ATL - RB),Sun 1:00PM,SEA,"$4,000","$4,000",0
-,Gerrit Prince (KC - TE),Sun 4:25PM,@SF,"$4,000",-,-
-,Austin Watkins Jr. (PHI - WR),Sun 1:00PM,@NYG,"$4,000","$4,000",0
300,Blake Watson (DEN - RB),Thu 8:15PM,@NO,"$4,000","$4,000",0
19,Trevor Lawrence (JAC - QB),Sun 9:30AM,NE,"$7,000","$7,300",-300
260,Travis Etienne Jr. (JAC - RB),Sun 9:30AM,NE,"$7,200","$7,100",+100
-,Justyn Ross (KC - WR),Sun 4:25PM,@SF,"$4,000",-,-
68,Tee Higgins (CIN - WR),Sun 1:00PM,@CLE,"$7,800","$7,600",+200
-,Michael Woods II (CLE - WR),Sun 1:00PM,CIN,"$4,000","$4,000",0
403,Quintin Morris (BUF - TE),Sun 1:00PM,TEN,"$4,100","$4,300",-200
332,Daniel Bellinger (NYG - TE),Sun 1:00PM,PHI,"$4,400","$4,500",-100
-,Jesse Matthews (ATL - WR),Sun 1:00PM,SEA,"$4,000","$4,000",0
374,Dallin Holker (NO - TE),Thu 8:15PM,DEN,"$4,000","$4,000",0
-,Jaren Hall (SEA - QB),Sun 1:00PM,@ATL,"$6,000","$6,000",0
-,Zach Wilson (DEN - QB),Thu 8:15PM,@NO,"$6,000","$6,000",0
-,Dax Milne (LV - WR),Sun 4:05PM,@LAR,"$4,000","$4,000",0
118,Tyler Allgeier (ATL - RB),Sun 1:00PM,SEA,"$5,800","$5,400",+400
-,Troy Hairston II (HOU - RB),Sun 1:00PM,@GB,"$4,000","$4,000",0
-,Joel Wilson (NYG - TE),Sun 1:00PM,PHI,"$4,000","$4,000",0
-,Julian Hicks (GB - WR),Sun 1:00PM,HOU,"$4,000","$4,000",0
-,Kobe Lewis (SEA - RB),Sun 1:00PM,@ATL,"$4,000","$4,000",0
-,Cameron Latu (CLE - TE),Sun 1:00PM,CIN,"$4,000","$4,000",0
228,Jerome Ford (CLE - RB),Sun 1:00PM,CIN,"$5,900","$6,200",-300
113,Jerry Jeudy (CLE - WR),Sun 1:00PM,CIN,"$5,600","$5,700",-100
55,Brian Robinson Jr. (WAS - RB),Sun 4:05PM,CAR,"$8,000","$7,700",+300
-,Tua Tagovailoa (MIA - QB),Sun 1:00PM,@IND,"$6,000",-,-
104,Jaylen Waddle (MIA - WR),Sun 1:00PM,@IND,"$6,200",-,-
74,Najee Harris (PIT - RB),Sun 8:20PM,NYJ,"$7,000","$7,200",-200
66,DeVonta Smith (PHI - WR),Sun 1:00PM,@NYG,"$7,700","$7,300",+400
-,Tyrell Shavers (BUF - WR),Sun 1:00PM,TEN,"$4,000","$4,000",0
-,Mac Jones (JAC - QB),Sun 9:30AM,NE,"$6,000","$6,000",0
-,Griffin Hebert (PHI - TE),Sun 1:00PM,@NYG,"$4,000","$4,000",0
-,Clayton Tune (ARI - QB),Mon 9:00PM,LAC,"$6,000","$6,000",0
176,Calvin Austin III (PIT - WR),Sun 8:20PM,NYJ,"$4,900","$5,100",-200
211,Kenneth Gainwell (PHI - RB),Sun 1:00PM,@NYG,"$4,800","$4,900",-100
127,Antonio Gibson (NE - RB),Sun 9:30AM,@JAC,"$5,500","$5,500",0
-,Adrian Martinez (NYJ - QB),Sun 8:20PM,@PIT,"$6,000","$6,000",0
273,Brock Wright (DET - TE),Sun 1:00PM,@MIN,"$4,200","$4,300",-100
-,Kevin Austin Jr. (NO - WR),Thu 8:15PM,DEN,"$4,000","$4,000",0
-,Lawrence Keys III (BUF - WR),Sun 1:00PM,TEN,"$4,000","$4,000",0
288,Tommy Tremble (CAR - TE),Sun 4:05PM,@WAS,"$4,500","$4,500",0
-,Geor'Quarius Spivey (KC - TE),Sun 4:25PM,@SF,"$4,000",-,-
259,Hassan Haskins (LAC - RB),Mon 9:00PM,@ARI,"$4,200","$4,100",+100
-,Joe Milton III (NE - QB),Sun 9:30AM,@JAC,"$6,000","$6,000",0
366,Ronnie Bell (SF - WR),Sun 4:25PM,KC,"$4,000","$4,100",-100
-,Nico Collins (HOU - WR),Sun 1:00PM,@GB,"$4,000","$8,900","-4,900"
-,Donovan Peoples-Jones (DET - WR),Sun 1:00PM,@MIN,"$4,000","$4,000",0
-,Tarik Black (PIT - WR),Sun 8:20PM,NYJ,"$4,000","$4,000",0
-,Ben Mason (LAC - RB),Mon 9:00PM,@ARI,"$4,000","$4,000",0
-,McCallan Castles (LAC - TE),Mon 9:00PM,@ARI,"$4,000","$4,000",0
391,Jake Tonges (SF - TE),Sun 4:25PM,KC,"$4,000","$4,100",-100
-,Nikko Remigio (KC - WR),Sun 4:25PM,@SF,"$4,000",-,-
-,Jaylen Johnson (LAC - WR),Mon 9:00PM,@ARI,"$4,000","$4,000",0
201,Zamir White (LV - RB),Sun 4:05PM,@LAR,"$5,600","$5,500",+100
-,Stetson Bennett (LAR - QB),Sun 4:05PM,LV,"$6,000",-,-
126,Justin Fields (PIT - QB),Sun 8:20PM,NYJ,"$7,300","$7,600",-300
-,Matt Landers (NE - WR),Sun 9:30AM,@JAC,"$4,000","$4,000",0
-,John FitzPatrick (GB - TE),Sun 1:00PM,HOU,"$4,000","$4,000",0
56,James Cook (BUF - RB),Sun 1:00PM,TEN,"$7,900","$8,200",-300
-,Kearis Jackson (NYG - WR),Sun 1:00PM,PHI,"$4,000","$4,000",0
-,Jake Fromm (DET - QB),Sun 1:00PM,@MIN,"$6,000","$6,000",0
-,Deshaun Fenwick (NE - RB),Sun 9:30AM,@JAC,"$4,000","$4,000",0
86,Trey McBride (ARI - TE),Mon 9:00PM,LAC,"$6,700","$6,500",+200
-,Joshua Kelley (TEN - RB),Sun 1:00PM,@BUF,"$4,000","$4,000",0
-,Michael Ezeike (SEA - TE),Sun 1:00PM,@ATL,"$4,000","$4,000",0
-,Ethan Fernea (IND - WR),Sun 1:00PM,MIA,"$4,000","$4,000",0
-,Dorian Thompson-Robinson (CLE - QB),Sun 1:00PM,CIN,"$6,000","$6,000",0
-,Kyle Philips (PHI - WR),Sun 1:00PM,@NYG,"$4,000","$4,000",0
-,Chase Cota- DUP (NYG - WR),Sun 1:00PM,PHI,"$4,000","$4,000",0
-,Kazmeir Allen (WAS - WR),Sun 4:05PM,CAR,"$4,000","$4,000",0
294,Greg Dulcich (DEN - TE),Thu 8:15PM,@NO,"$4,100","$4,400",-300
258,Ronnie Rivers (LAR - RB),Sun 4:05PM,LV,"$4,900",-,-
264,Jordan Mims (NO - RB),Thu 8:15PM,DEN,"$4,100","$4,000",+100
-,Kenny Pickett (PHI - QB),Sun 1:00PM,@NYG,"$6,000","$6,000",0
-,Jaelon Darden (CLE - WR),Sun 1:00PM,CIN,"$4,000","$4,000",0
-,Jason Bean (IND - QB),Sun 1:00PM,MIA,"$6,000","$6,000",0
-,Marcus Jones (NE - WR),Sun 9:30AM,@JAC,"$4,000","$4,000",0
-,Malik Knowles (MIN - WR),Sun 1:00PM,DET,"$4,000",-,-
-,Phillip Brooks (KC - WR),Sun 4:25PM,@SF,"$4,000",-,-
-,Johnny Lumpkin (GB - TE),Sun 1:00PM,HOU,"$4,000","$4,000",0
-,Elijah Mitchell (SF - RB),Sun 4:25PM,KC,"$4,000","$4,000",0
-,Sean Ryan (BAL - WR),Mon 8:15PM,@TB,"$4,000","$4,000",0
-,David Martin-Robinson (TEN - TE),Sun 1:00PM,@BUF,"$4,000","$4,000",0
-,Keaontay Ingram (KC - RB),Sun 4:25PM,@SF,"$4,000",-,-
-,Sam Ehlinger (IND - QB),Sun 1:00PM,MIA,"$6,000","$6,000",0
408,Travis Vokolek (ARI - TE),Mon 9:00PM,LAC,"$4,000","$4,000",0
-,Isiah Pacheco (KC - RB),Sun 4:25PM,@SF,"$4,000",-,-
289,Raheem Blackshear (CAR - RB),Sun 4:05PM,@WAS,"$4,000","$4,000",0
229,Bo Melton (GB - WR),Sun 1:00PM,HOU,"$4,400","$4,600",-200
-,Zavier Scott (MIN - WR),Sun 1:00PM,DET,"$4,000",-,-
218,Jalen Nailor (MIN - WR),Sun 1:00PM,DET,"$5,200",-,-
293,Connor Heyward (PIT - TE),Sun 8:20PM,NYJ,"$4,100","$4,000",+100
-,Cody White (SEA - WR),Sun 1:00PM,@ATL,"$4,000","$4,000",0
-,Elijah Collins (CIN - RB),Sun 1:00PM,@CLE,"$4,000","$4,000",0
-,Rocky Lombardi (CIN - QB),Sun 1:00PM,@CLE,"$6,000","$6,000",0
-,Jordan Travis (NYJ - QB),Sun 8:20PM,@PIT,"$6,000","$6,000",0
-,Marcus Riley (NYJ - WR),Sun 8:20PM,@PIT,"$4,000","$4,000",0
-,Tyler Harrell (NYJ - WR),Sun 8:20PM,@PIT,"$4,000","$4,000",0
-,Malik Cunningham (BAL - QB),Mon 8:15PM,@TB,"$6,000","$6,000",0
128,Tutu Atwell (LAR - WR),Sun 4:05PM,LV,"$5,800",-,-
-,Hassan Hall (ARI - RB),Mon 9:00PM,LAC,"$4,000","$4,000",0
-,Jack Colletto (PIT - RB),Sun 8:20PM,NYJ,"$4,000","$4,000",0
-,Jermar Jefferson (DET - RB),Sun 1:00PM,@MIN,"$4,000","$4,000",0
405,Teagan Quitoriano (HOU - TE),Sun 1:00PM,@GB,"$4,000","$4,000",0
370,Isaiah Hodgins (NYG - WR),Sun 1:00PM,PHI,"$4,000","$4,000",0
343,Hunter Long (LAR - TE),Sun 4:05PM,LV,"$4,300",-,-
-,E.J. Perry (JAC - QB),Sun 9:30AM,NE,"$6,000","$6,000",0
-,AJ Dillon (GB - RB),Sun 1:00PM,HOU,"$4,000","$4,000",0
-,Deon Jackson (NYJ - RB),Sun 8:20PM,@PIT,"$4,000","$4,000",0
257,Noah Gray (KC - TE),Sun 4:25PM,@SF,"$4,700",-,-
253,Jake Bobo (SEA - WR),Sun 1:00PM,@ATL,"$4,200","$4,300",-100
-,Sam Pinckney (CAR - WR),Sun 4:05PM,@WAS,"$4,000","$4,000",0
45,Aidan O'Connell (LV - QB),Sun 4:05PM,@LAR,"$6,500","$6,500",0
339,Payne Durham (TB - TE),Mon 8:15PM,BAL,"$4,100","$4,100",0
-,Rondale Moore (ATL - WR),Sun 1:00PM,SEA,"$4,000","$4,000",0
-,Jack Plummer (CAR - QB),Sun 4:05PM,@WAS,"$6,000","$6,000",0
-,Antoine Green (DET - WR),Sun 1:00PM,@MIN,"$4,000","$4,000",0
248,Dyami Brown (WAS - WR),Sun 4:05PM,CAR,"$4,800","$4,800",0
-,Michael Carter (ARI - RB),Mon 9:00PM,LAC,"$4,000","$4,000",0
-,British Brooks (HOU - RB),Sun 1:00PM,@GB,"$4,000","$4,100",-100
87,Javonte Williams (DEN - RB),Thu 8:15PM,@NO,"$5,800","$5,900",-100
-,Easop Winston Jr. (SEA - WR),Sun 1:00PM,@ATL,"$4,000","$4,000",0
-,Thayer Thomas (MIN - WR),Sun 1:00PM,DET,"$4,000",-,-
-,Trent Pennix (IND - RB),Sun 1:00PM,MIA,"$4,000","$4,000",0
-,Ricky Person Jr. (SEA - RB),Sun 1:00PM,@ATL,"$4,000","$4,000",0
-,Devin Leary (BAL - QB),Mon 8:15PM,@TB,"$6,000","$6,000",0
-,Devin Carter (CAR - WR),Sun 4:05PM,@WAS,"$4,000","$4,000",0
